ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(Â°C),Water Temp(Â°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
610163640,Photo,Glossy Ibis,Plegadis falcinellus,,DS Ridley,2023-10-01,2023.0,10.0,1.0,1525.0,Australia,AU-NSW-LEE,New South Wales,Leeton,Fivebough Wetlands,-34.5324397,146.4283991,Adult â 1,Foraging or Eating,Unspecified,,,,,,,,,S151155464,,,,,Minimum,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,Habitat,3456.0,4608.0
451882211,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,LD Mathers,2022-04-24,2022.0,4.0,24.0,757.0,United States,US-TX-171,Texas,Gillespie,Gillespie Co. Ranch,30.24473,-99.053523,,,Unspecified,,,,,,,,,S108034361,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,0.0,0.0,,1803.0,1442.0
612838084,Photo,Long-eared Owl,Asio otus,,Zsolt Semperger,2023-12-26,2023.0,12.0,26.0,1445.0,Hungary,HU-TO,Tolna,,DombÃ³vÃ¡r belvÃ¡ros,46.376609,18.1321956,,,Unspecified,,,,,,,,,S157157050,,,,,On daytime roost,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,3535.0,5298.0
522500461,Photo,Snowy Owl,Bubo scandiacus,,Julie  Bryson,2023-01-08,2023.0,1.0,8.0,1545.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S125832364,,,,,The owl was on a rooftop at the corner of Holder st. and Jaluit st.,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,2248.0,4000.0
611930360,Photo,Long-eared Owl,Asio otus,,Milan Martic,2023-12-05,2023.0,12.0,5.0,1520.0,Serbia,RS-VO,Vojvodina,,Gradski Park PanÄevo,44.8709069,20.6404518,,,Unspecified,,,,,,,,,S155791341,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,1920.0,1440.0
615010503,Photo,Common Loon,Gavia immer,,Joel Toland,2024-02-04,2024.0,2.0,4.0,851.0,United States,US-TX-121,Texas,Denton,Ray Roberts Lake SP--Isle du Bois (PPW-W 107),33.3752655,-97.0182896,,,Unspecified,,,,,,,,,S160655096,,,,,,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,1374.0,2188.0
613527376,Photo,Wood Duck,Aix sponsa,,Jeramia Cibulka,2024-01-14,2024.0,1.0,14.0,1348.0,United States,US-CO-069,Colorado,Larimer,CSU--Environmental Learning Center,40.556973,-105.018654,,,Unspecified,,,,,,,,,S158912805,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,4325.0,6055.0
608479593,Photo,Glossy Ibis,Plegadis falcinellus,,MÃ©szÃ¡ros JÃ³zsef,2023-09-01,2023.0,9.0,1.0,929.0,Hungary,HU-HB,HajdÃº-Bihar,,Lake IX-X moorland (water buffalo site)--HortobÃ¡gyi-halastÃ³,47.6123836,21.073215,,,Unspecified,,,,,,,,,S148858191,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3456.0,5184.0
310303041,Photo,Red-tailed Hawk (Harlan's),Buteo jamaicensis harlani,,RJ Baltierra,2021-02-21,2021.0,2.0,21.0,1342.0,United States,US-WA-071,Washington,Walla Walla,Charbonneau Park,46.2582103,-118.8437966,,,Unspecified,,,,,,,,,S82115952,,,,,"A stunning adult, black with white streaking, white tail. Amazingly patterned underwings. Photos to come.",Buteo jamaicensis,hrthaw1,Group,8319.0,,4.67,3.0,,1149.0,1609.0
148002241,Photo,American Bittern,Botaurus lentiginosus,,Jesse Golden,2013-03-17,2013.0,3.0,17.0,0.0,United States,US-FL-001,Florida,Alachua,Paynes Prairie Preserve SP--La Chua Trail,29.6068756,-82.3031116,,,Unspecified,,,,,,,,,S40657764,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,5.0,2.0,,3456.0,4608.0
615872270,Photo,Common Loon,Gavia immer,,Vicki St Germaine,2023-06-13,2023.0,6.0,13.0,831.0,Canada,CA-MB-EE,Manitoba,Churchill and Northern Manitoba,Churchill--Twin Lakes,58.63109,-93.81768,,,Unspecified,,,,,,,,,S142080362,,,,,"On west Twin Lake, at the cabins, very close to shore",Gavia immer,comloo,Species,6774.0,,0.0,0.0,,2259.0,3385.0
613367386,Photo,Common Loon,Gavia immer,,Susan Weinstein,2024-01-10,2024.0,1.0,10.0,1249.0,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP--Pond A4,37.4219806,-122.007637,,,Unspecified,,,,,,,,,S158611896,,,,,Continuing.,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,3456.0,4608.0
609036393,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jodhan Fine,2023-09-16,2023.0,9.0,16.0,1314.0,United States,US-CA-037,California,Los Angeles,Griffith Park--Toyon Landfill (Not open to public on weekdays),34.1436692,-118.3021546,,,Unspecified,,,,,,,,,S150054905,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.88,16.0,,4640.0,5995.0
609740017,Photo,Common Myna,Acridotheres tristis,,Ramesh Shenai,2023-09-24,2023.0,9.0,24.0,1126.0,India,IN-GJ-KA,Gujarat,Kachchh,PMC2023_T6G6,23.3132056,68.8689953,Adult â 2,Foraging or Eating,Unspecified,,,,,,,,,S150622781,,,,,,Acridotheres tristis,commyn,Species,27402.0,,3.0,1.0,,2313.0,3469.0
615731566,Photo,Mallard,Anas platyrhynchos,,Hossein Mahmoudian,2010-05-24,2010.0,5.0,24.0,0.0,Germany,DE-BY-M1,Bayern,MÃ¼nchen (Kreisfreie Stadt),"Flaucher, MÃ¼nchen",48.1096053,11.5602486,,,Unspecified,,,,,,,,,S163937596,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,4.0,1.0,,2317.0,3665.0
604539551,Photo,Glossy Ibis,Plegadis falcinellus,,Pranav Satish,2023-08-06,2023.0,8.0,6.0,707.0,India,IN-KA-BN,Karnataka,Bengaluru Urban,Harohalli Kere (North),13.1380359,77.5771236,,,Unspecified,,,,,,,,,S146562916,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3462.0,4143.0
615285591,Photo,Glossy Ibis,Plegadis falcinellus,,Manju Sinha,2024-02-18,2024.0,2.0,18.0,930.0,India,IN-KA-BN,Karnataka,Bengaluru Urban,"Kaikondanahalli Lake,Valliyamma Layout,Kaikondrahalli,Bangalore,",12.9141798,77.673769,,,Unspecified,,,,,,,,,S162050819,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,2312.0,3080.0
396684571,Photo,Red-tailed Hawk,Buteo jamaicensis,,Gregg McClain,2021-12-17,2021.0,12.0,17.0,734.0,United States,US-CA-037,California,Los Angeles,Ken Malloy Harbor Regional Park,33.7874582,-118.2939363,Adult â 1,,Unspecified,,,,,,,,,S99010234,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,1903.0,1269.0
614394122,Photo,Common Loon,Gavia immer,,Jackson Howlett,2024-02-04,2024.0,2.0,4.0,1201.0,United States,US-KY-111,Kentucky,Jefferson,River Park Place Marina,38.2674661,-85.7259321,,,Unspecified,,,,,,,,,S160633045,,,,,"Long silvery bill, white front of neck and chin. Seen diving. Photo attached soon",Gavia immer,comloo,Species,6774.0,,0.0,0.0,,3000.0,4000.0
614285899,Photo,Wood Duck,Aix sponsa,,Brooke Miller,2024-02-01,2024.0,2.0,1.0,1052.0,United States,US-CA-085,California,Santa Clara,McClellan Groundwater Recharge Ponds (Bubb Rd. percolation ponds),37.313343,-122.0503109,Adult Female â 1; Adult Male â 1,,Unspecified,,,,,,,,,S160358329,,,,,,Aix sponsa,wooduc,Species,433.0,,4.0,1.0,,1637.0,2381.0
611753843,Photo,Common Myna,Acridotheres tristis,,Kuan Chia Hsiu,2023-11-28,2023.0,11.0,28.0,710.0,Taiwan,TW-TTT,Taitung County,,å°æ±--åç«å°æ±å¤§å­¸åè³é¤¨/é¡å¿æ¹(Taitung--National Taitung University Jingxin Pond),22.7352127,121.0681044,,,Unspecified,,,,,,,,,S155522547,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,1376.0,1376.0
598347301,Photo,Common Myna,Acridotheres tristis,,chandana roy,2023-07-28,2023.0,7.0,28.0,1630.0,United Arab Emirates,AE-SH,Sharjah,,Khor Khalid--Al Majaz Park,25.326955,55.388018,Adult â 1; Juvenile â 1,Feeding Young,Unspecified,,,,,,,,,S145874838,,,,,,Acridotheres tristis,commyn,Species,27402.0,,5.0,1.0,,2161.0,2780.0
107286981,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Paul Arneson,2018-04-28,2018.0,4.0,28.0,846.0,United States,US-TX-019,Texas,Bandera,Lost Maples SNA (HOTW 061),29.8155087,-99.5762582,Adult Male,,Unspecified,,,,,,,,,S45223606,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,1.0,,2324.0,1922.0
612764401,Photo,Common Loon,Gavia immer,,Anonymous,2023-12-28,2023.0,12.0,28.0,1440.0,United States,US-AR-089,Arkansas,Marion,Bull Shoals Lake--Highway 125 Recreation Area,36.4916975,-92.7754748,,,Unspecified,,,,,,,,,S157349016,,,,,,Gavia immer,comloo,Species,6774.0,,1.0,1.0,,2192.0,2822.0
614572761,Photo,Limpkin,Aramus guarauna,,Srgio Jacome Guarderas,2023-10-16,2023.0,10.0,16.0,800.0,Ecuador,EC-U,SucumbÃ­os,,Muelle de la Laguna Limoncocha,-0.4055252,-76.6194141,,,Unspecified,,,,,,,,,S160956105,,,,,Vistos a lo largo de la laguna,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,1944.0,2592.0
614431554,Photo,American Robin,Turdus migratorius,,Lisa Ann Fanning,2024-02-04,2024.0,2.0,4.0,1020.0,United States,US-NJ-029,New Jersey,Ocean,"stakeout Red-flanked Bluetail, Manchester Township (2023-2024) VIEW FROM 26A ONLY!",39.9673031,-74.3604078,,,Unspecified,,,,,,,,,S160630227,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,2736.0,3648.0
609964942,Photo,Common Myna,Acridotheres tristis,,Shilpa Gadgil,2023-10-14,2023.0,10.0,14.0,647.0,India,IN-MH-JG,Maharashtra,Jalgaon,"Nandre Road, Kanalde, Maharashtra, IN (21.118, 75.492)",21.1180783,75.49191,,,Unspecified,,,,,,,,,S152122883,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,3456.0,4608.0
160660201,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Bob Zaremba,2019-04-26,2019.0,4.0,26.0,1032.0,United States,US-TX-019,Texas,Bandera,Lost Maples SNA--East Trail,29.8166679,-99.5721388,,,Unspecified,,,,,,,,,S55442274,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,2.0,1.0,,1644.0,1534.0
615816950,Photo,Common Loon,Gavia immer,,Romain Demarly,2024-02-18,2024.0,2.0,18.0,953.0,United States,US-CA-053,California,Monterey,"Moss Landing--Jetty Road, north jetty & State Beach",36.8151691,-121.7900355,,Foraging or Eating,Unspecified,,,,,,,,,S162070052,,,,,,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,2438.0,4380.0
382417981,Photo,American Bittern,Botaurus lentiginosus,,Bob & Barb Piccirilli,2021-10-24,2021.0,10.0,24.0,1530.0,United States,US-NY-099,New York,Seneca,Montezuma NWR--Wildlife Drive,42.9817483,-76.7353284,,,Unspecified,,,,,,,,,S96665359,,,,,The bird was on the south side of Wildlife Drive on the edge of a pool about 150 yards east of the big eagle statue,Botaurus lentiginosus,amebit,Species,7335.0,,4.33,3.0,,3264.0,4896.0
516211621,Photo,Long-eared Owl,Asio otus,,Calvin S,2022-11-13,2022.0,11.0,13.0,1315.0,Canada,CA-AB-SI,Alberta,Calgary,Calgary--Beaver Dam Flats Park,50.9967513,-114.0275803,,,Unspecified,,,,,,,,,S122378295,,,,,,Asio otus,loeowl,Species,9045.0,,4.43,7.0,,2623.0,3182.0
614580217,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tom Murray,2024-02-08,2024.0,2.0,8.0,954.0,United States,US-MA-017,Massachusetts,Middlesex,Groton yard,42.6033373,-71.6162467,Adult â 1,Flying,Unspecified,,,,,,,,,S160940082,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.29,7.0,,1200.0,1500.0
610521992,Photo,Limpkin,Aramus guarauna,,Lill Maniscalco,2023-10-28,2023.0,10.0,28.0,1005.0,United States,US-FL-011,Florida,Broward,Plantation Preserve,26.1156777,-80.2391624,,,Unspecified,,,,,,,,,S153291064,,,,,,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,1662.0,2976.0
609264220,Photo,Common Myna,Acridotheres tristis,,Monica Mesch,2023-09-26,2023.0,9.0,26.0,743.0,Australia,AU-QLD-CAI,Queensland,Cairns,"Mark Close, Holloways Beach Qld",-16.83792,145.73885,,,Unspecified,,,,,,,,,S150763205,,,,,,Acridotheres tristis,commyn,Species,27402.0,,3.5,2.0,,1728.0,2304.0
517186191,Photo,Snowy Owl,Bubo scandiacus,,Maurice Raymond,2022-12-27,2022.0,12.0,27.0,1508.0,Canada,CA-QC-QU,Quebec,QuÃ©bec,Lebourgneuf et Laurentien,46.8468375,-71.2723339,,,Unspecified,,,,,,,,,S124724383,,,,,Sur un lampadaire,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,1014.0,1520.0
521616731,Photo,Snowy Owl,Bubo scandiacus,,Chris Overington,2023-01-07,2023.0,1.0,7.0,745.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S125665156,,,,,"Previously reported and unmistakable! Stunning young adult seen atop residential chimney stack, apparently unperturbed by all of the avian paparazzi!",Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,3351.0,4970.0
615361388,Photo,American Robin,Turdus migratorius,,Teresa M.  Agulles,2024-02-04,2024.0,2.0,4.0,922.0,United States,US-NY-061,New York,New York,Central Park--Arthur Ross Pinetum,40.7835168,-73.9667,,,Unspecified,,,,,,,,,S160620902,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,240.0,320.0
496369411,Photo,Red-tailed Hawk,Buteo jamaicensis,,Peter Hawrylyshyn,2022-10-22,2022.0,10.0,22.0,1059.0,Canada,CA-ON-YO,Ontario,York,Holland Landing Sewage Lagoons,44.1180324,-79.4809341,Adult â 1,,Unspecified,,,,,,,,,S121129947,,,,,fly over,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,3.0,,1966.0,2949.0
521007891,Photo,Long-eared Owl,Asio otus,,Katherine Holland,,,,,,United States,US-CO-005,Colorado,Arapahoe,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,2736.0,3648.0
612606841,Photo,Limpkin,Aramus guarauna,,Sara McKinley,2023-12-24,2023.0,12.0,24.0,1315.0,United States,US-IN-091,Indiana,LaPorte,Striebel Pond,41.6878641,-86.9116831,,,Unspecified,,,,,,,,,S157039466,,,,,Continuing,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,1262.0,1664.0
612844839,Photo,Wood Duck,Aix sponsa,,Mark McConaughy,2023-12-30,2023.0,12.0,30.0,1159.0,United States,US-PA-129,Pennsylvania,Westmoreland,"226 Kemp Rd, New Alexandria US-PA 40.38136, -79.46061",40.381362,-79.460605,,,Unspecified,,,,,,,,,S157507276,,,,,"1 male, 1 female",Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,868.0,988.0
612001044,Photo,Common Loon,Gavia immer,,stephen  carter,2023-12-08,2023.0,12.0,8.0,1030.0,United Kingdom,GB-ENG-SRY,England,Surrey,Staines Reservoirs,51.4481232,-0.4888916,,,Unspecified,,,,,,,,,S155942269,,,,,,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,887.0,1183.0
612719993,Photo,Limpkin,Aramus guarauna,,Maria Cohoon,2023-12-26,2023.0,12.0,26.0,1250.0,Canada,CA-ON-KT,Ontario,Chatham-Kent,Wheatley Provincial Park,42.0879044,-82.4494743,,,Unspecified,,,,,,,,,S157174734,,,,,"Amazing lifer!   Continuing. Great find by Peter R. and friend during the Christmas Count.  Very well camouflaged. Wading bird, dark brown with white spots, a  long neck and long bill.",Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,2927.0,4001.0
351197001,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Eric Pourchot,2021-06-04,2021.0,6.0,4.0,808.0,United States,US-TX-031,Texas,Blanco,Pedernales Falls State Park (HOTE 050),30.3067833,-98.2512236,,,Unspecified,,,,,,,,,S89657578,,,,,"Total of 3 seen, 3 heard, with presumed overlaps. Clear views of yellow face, black throat, gray streaked back, and black line through eye.",Setophaga chrysoparia,gchwar,Species,33674.0,,0.0,0.0,,723.0,1107.0
615220599,Photo,Mallard,Anas platyrhynchos,,Laura Hasty,2024-02-16,2024.0,2.0,16.0,1604.0,United States,US-AZ-013,Arizona,Maricopa,Rio Vista Community Park/Riparian Area,33.615206,-112.246615,Adult Male â 1,,Unspecified,,,,,,,,,S161734328,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,5.0,1.0,,3888.0,5184.0
612995389,Photo,American Robin,Turdus migratorius,,Shilo McDonald,2024-01-02,2024.0,1.0,2.0,1138.0,United States,US-MA-009,Massachusetts,Essex,Hawthorne Square,42.5029334,-70.9207453,Adult Female â 1,,Unspecified,,,,,,,,,S157857587,,,,Female.,Eating native Staghorn Sumac berries.,Turdus migratorius,amerob,Species,28096.0,,4.0,1.0,,4293.0,4200.0
612488049,Photo,Glossy Ibis,Plegadis falcinellus,,Delfin Gonzalez,2022-04-13,2022.0,4.0,13.0,1400.0,Spain,ES-VC-VN,"Valenciana, Comunidad",Valencia,L'Albufera PNat -- Ãrea General,39.3337,-0.3225,,,Unspecified,,,,,,,,,S106964245,,,,,Numeroso en toda la zona,Plegadis falcinellus,gloibi,Species,7551.0,,5.0,1.0,,2969.0,4453.0
614897653,Photo,Wood Duck,Aix sponsa,,Deborah Edwards-Onoro,2024-02-16,2024.0,2.0,16.0,1301.0,United States,US-MI-163,Michigan,Wayne,Belleville West Boating Access Site,42.209487,-83.5397974,Adult Male â 1,Flying,Unspecified,,,,,,,,,S161706815,,,,,Male and female. Photos. First of year in Wayne County.,Aix sponsa,wooduc,Species,433.0,,2.0,1.0,,1400.0,1800.0
603616601,Photo,Common Myna,Acridotheres tristis,,Leonie Beaulieu,2023-08-15,2023.0,8.0,15.0,738.0,Australia,AU-QLD-CAI,Queensland,Cairns,Cairns Esplanade--Northern End,-16.9058171,145.7640499,Adult â 16,,Unspecified,,,,,,,,,S147267489,,,,,,Acridotheres tristis,commyn,Species,27402.0,,2.0,1.0,,2982.0,3975.0
497931681,Photo,Red-tailed Hawk,Buteo jamaicensis,,Marshall Mumford,2022-10-23,2022.0,10.0,23.0,1215.0,United States,US-NY-109,New York,Tompkins,Sapsucker Woods,42.4787599,-76.4529133,,,Unspecified,,,,,,,,,S121228783,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,3.0,,2216.0,3936.0
609530423,Photo,Glossy Ibis,Plegadis falcinellus,,Peter Kennerley,2023-10-02,2023.0,10.0,2.0,916.0,United Kingdom,GB-ENG-SFK,England,Suffolk,Aldeburgh Town Marshes,52.1499638,1.5865588,Juvenile â 1,,Unspecified,,,,,,,,,S151257858,,,,,"Including a newly arrived and exceptionally confiding juvenile on the main pool, and usual pair distantly in flight that appeared to drop onto SW pools.",Plegadis falcinellus,gloibi,Species,7551.0,,4.0,1.0,,2051.0,3646.0
527789241,Photo,Long-eared Owl (Eurasian),Asio otus otus/canariensis,,Attila Steiner,2023-01-24,2023.0,1.0,24.0,1502.0,Hungary,HU-PE,Pest,,Apaj village,47.1141288,19.0872006,,,Unspecified,,,,,,,,,S126860004,,,,,,Asio otus,loeowl2,Group,9049.0,,0.0,0.0,,900.0,1200.0
 2107-83509 this one had before Poto.doc w CANON (yes Wallis'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614487597,Photo,Long-eared Owl (American),Asio otus wilsonianus/tuftsi,,Ian Bell,,,,,,United States,US-NY-061,New York,New York,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl1,Group,9046.0,,0.0,0.0,,3405.0,5108.0
615551320,Photo,American Robin,Turdus migratorius,,Robin Nation,2024-03-02,2024.0,3.0,2.0,1029.0,United States,US-TN-149,Tennessee,Rutherford,Murfree Spring Wetlands at the Discovery Center,35.8398987,-86.3900916,,,Unspecified,,,,,,,,,S163458516,,,,,,Turdus migratorius,amerob,Species,28096.0,,3.0,1.0,,4000.0,6000.0
614244759,Photo,Wood Duck,Aix sponsa,,Jeffrey Fenwick,2024-01-31,2024.0,1.0,31.0,1520.0,United States,US-CA-037,California,Los Angeles,Descanso Gardens,34.20164,-118.21229,Adult Female â 1,,Unspecified,,,,,,,,,S160306378,,,,,Female,Aix sponsa,wooduc,Species,433.0,,4.0,1.0,,988.0,1482.0
611455613,Photo,Snowy Owl,Bubo scandiacus,,Sharlane Toole,2023-11-22,2023.0,11.0,22.0,1511.0,Canada,CA-SK-SI,Saskatchewan,Regina,"Highway 2, Sarnia No. 221 CA-SK 50.95700, -105.44975",50.956995,-105.449749,,,Unspecified,,,,,,,,,S155008170,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,5.0,3.0,,3456.0,4608.0
614700798,Photo,Mallard,Anas platyrhynchos,,Samuel Rodgers,2024-02-10,2024.0,2.0,10.0,1420.0,United States,US-OR-039,Oregon,Lane,Alton Baker Park--west end (DeFazio bridge to Autzen/Frohnmayer bridge),44.0564654,-123.0813221,,,Unspecified,,,,,,,,,S161211191,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,4.0,1.0,,2848.0,4288.0
455151171,Photo,Long-eared Owl,Asio otus,,GÃ¼nter MÃ¼ller,2022-03-04,2022.0,3.0,4.0,1300.0,Germany,DE-BW-FR1,Baden-WÃ¼rttemberg,Freiburg im Breisgau (Stadtkreis),"Freiburg St. Georgen, Nadelbaum",47.9730045,7.8131356,Unknown â 1,,Unspecified,,,,,,,,,S111783114,,,,Schlafbaum,,Asio otus,loeowl,Species,9045.0,,3.0,1.0,,,
570178051,Photo,Common Myna,Acridotheres tristis,,Jayden Schirle,2023-05-11,2023.0,5.0,11.0,845.0,Israel,IL-HA,Haifa,,Neot Golf Caesarea Garden Apartments,32.4864611,34.8997128,,,Unspecified,,,,,,,,,S137013590,,,,,,Acridotheres tristis,commyn,Species,27402.0,,5.0,2.0,,3672.0,4896.0
527503171,Photo,Snowy Owl,Bubo scandiacus,,Marlene Hart,2023-01-22,2023.0,1.0,22.0,1011.0,Canada,CA-ON-WL,Ontario,Wellington,"6870-6702 Wellington 12, Mapleton, Ontario, CA (43.68, -80.651)",43.6804641,-80.6505613,,,Unspecified,,,,,,,,,S126791760,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,3.0,1.0,,3000.0,4000.0
614766547,Photo,Wood Duck,Aix sponsa,,Robert Raker,2024-02-11,2024.0,2.0,11.0,1516.0,United States,US-CO-059,Colorado,Jefferson,Wheat Ridge Greenbelt,39.7742004,-105.1276016,,,Unspecified,,,,,,,,,S161371632,,,,,,Aix sponsa,wooduc,Species,433.0,,3.0,1.0,,1964.0,2946.0
536085521,Photo,Common Myna,Acridotheres tristis,,Lakshmikant Neve,2023-02-17,2023.0,2.0,17.0,1736.0,India,IN-MH-JG,Maharashtra,Jalgaon,Tapti River--behind BTPS,21.0601671,75.8352971,,,Unspecified,,,,,,,,,S128534816,,,,,40+,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,1080.0,1440.0
524783511,Photo,Snowy Owl,Bubo scandiacus,,Charity Hagen,2023-01-15,2023.0,1.0,15.0,1545.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S126292981,,,,,"Continuing.  Large white owl with extensive dark barring and large yellow eyes.  Did not fly off to hunt at dusk, instead landing on a nearby telephone pole.  Seen with 25-30 other observers.  Cloudy giving way to heavy rain.  Owl coughed up two pellets before the rain started, see last photo.  See photos.",Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,2433.0,2220.0
37125651,Photo,Red-tailed Hawk,Buteo jamaicensis,,Ryan Schain,2011-11-02,2011.0,11.0,2.0,730.0,United States,US-MA-025,Massachusetts,Suffolk,Fenway Victory Gardens,42.3437644,-71.0928297,,,Unspecified,,,,,,,,,S9046172,,,,,"1 imm Clemente Field, 1 incredbily confiding adult in VG that let me walk within 2 feet (literally!)",Buteo jamaicensis,rethaw,Species,8312.0,,4.91,11.0,,3456.0,5184.0
611965625,Photo,Wood Duck,Aix sponsa,,Prashant A,2023-12-06,2023.0,12.0,6.0,926.0,United States,US-VA-810,Virginia,Virginia Beach,Kings Grant Lakes--General,36.8526628,-76.0811058,,,Unspecified,,,,,,,,,S155838593,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,1144.0,1628.0
527718201,Photo,Long-eared Owl,Asio otus,,Ãmile Brassard-Gourdeau,2023-01-22,2023.0,1.0,22.0,1310.0,Canada,CA-QC-QU,Quebec,QuÃ©bec,Pointe de Maizerets,46.839088,-71.196084,,,Unspecified,,,,,,,,,S126735608,,,,,"RetrouvÃ© par GÃ©rard Cyr ce matin, bien camouflÃ© dans une Ã©pinette de la rangÃ©e centrale dâarbres. Rare prÃ©sence Ã  la Pointe de Maizerets.",Asio otus,loeowl,Species,9045.0,,0.0,0.0,,,
579707311,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Gary Rosenberg,2023-05-14,2023.0,5.0,14.0,1025.0,United States,US-TX-385,Texas,Real,"3158â4140 W Ranch Road 337, Camp Wood US-TX 29.74132, -99.81861",29.741319,-99.81861,,,Unspecified,,,,,,,,,S137788688,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,5.0,1.0,,1212.0,1212.0
543301861,Photo,Razorbill,Alca torda,,Igor DÅugosz,2018-02-02,2018.0,2.0,2.0,900.0,Poland,PL-PM,Pomorskie,,Hel--Harbour,54.6004241,18.8022316,,,Unspecified,,,,,,,,,S83116594,,,,,,Alca torda,razorb,Species,6372.0,,5.0,2.0,,1366.0,2048.0
615514525,Photo,American Robin,Turdus migratorius,,Connor Wade,2024-02-19,2024.0,2.0,19.0,1600.0,United States,US-OR-039,Oregon,Lane,Millrace Outlook,44.047554,-123.072922,Adult â 1,Vocalizing,Unspecified,,,,,,,,,S162299840,,,,,,Turdus migratorius,amerob,Species,28096.0,,3.0,1.0,,2514.0,3795.0
217247791,Photo,American Bittern,Botaurus lentiginosus,,Gretchen Locy,2020-03-22,2020.0,3.0,22.0,847.0,United States,US-NC-119,North Carolina,Mecklenburg,Six Mile Creek Greenway,35.0111936,-80.829742,,,Unspecified,,,,,,,,,S66083398,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,1365.0,2048.0
